Date	21-01-20
Spectrometer	QEB1691
Lamp SN	F1402-5
Int. Time(usec)	750000
Average	0
	0
Fiber (micron)	 3900 
	
[uJoule/count]
945.33590	1.1741204E-04
946.07040	1.1671049E-04
946.80480	1.1571649E-04
947.53910	1.1445744E-04
948.27330	1.1290773E-04
949.00740	1.1107455E-04
949.74140	1.0903409E-04
950.47530	1.0690501E-04
951.20910	1.0483207E-04
951.94280	1.0296849E-04
952.67650	1.0134078E-04
953.41000	9.9839458E-05
954.14350	9.8358363E-05
954.87680	9.6891769E-05
955.61010	9.5453504E-05
956.34320	9.4091896E-05
957.07630	9.2919423E-05
957.80930	9.1998483E-05
958.54210	9.1292444E-05
959.27490	9.0678540E-05
960.00760	9.0066797E-05
960.74020	8.9452802E-05
961.47270	8.8870426E-05
962.20510	8.8369597E-05
962.93740	8.8037413E-05
963.66960	8.7906236E-05
964.40180	8.7872341E-05
965.13380	8.7844814E-05
965.86570	8.7789489E-05
966.59750	8.7706891E-05
967.32930	8.7655578E-05
968.06090	8.7723812E-05
968.79250	8.7908560E-05
969.52390	8.8170883E-05
970.25530	8.8498325E-05
970.98660	8.8779059E-05
971.71770	8.8978086E-05
972.44880	8.9249935E-05
973.17980	8.9642877E-05
973.91070	9.0072194E-05
974.64150	9.0571526E-05
975.37220	9.1155475E-05
976.10280	9.1676394E-05
976.83330	9.2192392E-05
977.56370	9.2843593E-05
978.29400	9.3504032E-05
979.02420	9.4183679E-05
979.75430	9.4967460E-05
980.48440	9.5722987E-05
981.21430	9.6485720E-05
981.94410	9.7285398E-05
982.67390	9.8107678E-05
983.40350	9.8973978E-05
984.13300	9.9891842E-05
984.86250	1.0086724E-04
985.59190	1.1138593E-04
986.32110	1.2431883E-04
987.05030	1.4053379E-04
987.77930	1.6141060E-04
988.50830	1.8936442E-04
989.23720	2.2822683E-04
989.96600	2.8656977E-04
990.69460	3.8417353E-04
991.42320	5.7899608E-04
992.15170	1.1676056E-03
992.88010	1.1802731E-03
993.60840	5.9168732E-04
994.33660	3.9725758E-04
995.06470	3.0007992E-04
995.79270	2.4204407E-04
996.52060	2.0385964E-04
997.24850	2.0378538E-04
997.97620	2.0372834E-04
998.70380	2.0368837E-04
999.43130	2.0362753E-04
1000.15880	0.0000000E+00
1000.88610	0.0000000E+00
1001.61330	0.0000000E+00
1002.34050	0.0000000E+00
1003.06750	0.0000000E+00
