Date	21-01-20
Spectrometer	QEB1691
Lamp SN	F1402-5
Int. Time(usec)	750000
Average	0
	0
Fiber (micron)	 3900 
	
[uJoule/count]
918.83260	5.1782937E-05
919.57040	5.2298917E-05
920.30820	5.2799360E-05
921.04580	5.3246067E-05
921.78340	5.3629074E-05
922.52080	5.4013288E-05
923.25820	5.4464575E-05
923.99540	5.5036983E-05
924.73260	5.5723389E-05
925.46970	5.6439371E-05
926.20670	5.7124128E-05
926.94360	5.7763934E-05
927.68040	5.8391749E-05
928.41710	5.9082766E-05
929.15380	5.9909718E-05
929.89030	6.0951521E-05
930.62670	6.2208400E-05
931.36310	6.3618922E-05
932.09930	6.5168599E-05
932.83550	6.6909610E-05
933.57160	6.8913633E-05
934.30750	7.1280839E-05
935.04340	7.4100883E-05
935.77920	7.7420956E-05
936.51490	8.1179201E-05
937.25050	8.5243872E-05
937.98600	8.9484962E-05
938.72140	9.3819496E-05
939.45670	9.8184759E-05
940.19200	1.0248009E-04
940.92710	1.0660835E-04
941.66210	1.1040461E-04
942.39710	1.1357228E-04
943.13190	1.1584615E-04
943.86670	1.1718190E-04
944.60140	1.1764369E-04
