Data from QEB16911__1__11-36-54-213.txt Node

Date: Tue Dec 17 11:36:54 CET 2024
User: micha
Spectrometer: QEB1691
Trigger mode: 0
Integration Time (sec): 3.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
199.633	1.38
200.439	-0.62
201.245	4.38
202.052	8.38
202.858	3.38
203.664	2.38
204.47	2.38
205.276	3.38
206.082	-1.62
206.888	1.38
207.694	4.38
208.5	3.38
209.305	3.38
210.111	7.38
210.917	6.38
211.722	5.38
212.528	1.38
213.333	1.38
214.139	3.38
214.944	2.38
215.75	5.38
216.555	0.38
217.36	5.38
218.165	4.38
218.97	2.38
219.775	2.38
220.58	3.38
221.385	3.38
222.19	2.38
222.995	3.38
223.8	5.38
224.604	2.38
225.409	1.38
226.214	6.38
227.018	2.38
227.823	8.38
228.627	5.38
229.432	4.38
230.236	1.38
231.04	6.38
231.844	0.38
232.648	0.38
233.452	5.38
234.256	4.38
235.06	5.38
235.864	5.38
236.668	2.38
237.472	4.38
238.276	5.38
239.079	2.38
239.883	2.38
240.687	1.38
241.49	2.38
242.294	4.38
243.097	2.38
243.9	5.38
244.704	4.38
245.507	3.38
246.31	3.38
247.113	4.38
247.916	3.38
248.719	4.38
249.522	2.38
250.325	5.38
251.128	1.38
251.93	1.38
252.733	3.38
253.536	3.38
254.338	8.38
255.141	4.38
255.943	3.38
256.746	8.38
257.548	2.38
258.35	2.38
259.153	5.38
259.955	4.38
260.757	-0.62
261.559	2.38
262.361	3.38
263.163	6.38
263.965	5.38
264.767	3.38
265.568	7.38
266.37	5.38
267.172	6.38
267.973	3.38
268.775	4.38
269.576	4.38
270.378	1.38
271.179	0.38
271.98	-0.62
272.782	1.38
273.583	1.38
274.384	2.38
275.185	4.38
275.986	6.38
276.787	4.38
277.588	6.38
278.389	4.38
279.189	4.38
279.99	5.38
280.791	6.38
281.591	0.38
282.392	2.38
283.192	3.38
283.993	5.38
284.793	5.38
285.593	5.38
286.394	4.38
287.194	4.38
287.994	6.38
288.794	2.38
289.594	3.38
290.394	4.38
291.194	5.38
291.993	5.38
292.793	7.38
293.593	2.38
294.393	4.38
295.192	3.38
295.992	3.38
296.791	2.38
297.59	4.38
298.39	1.38
299.189	5.38
299.988	5.38
300.787	2.38
301.587	5.38
302.386	3.38
303.185	3.38
303.983	3.38
304.782	4.38
305.581	2.38
306.38	1.38
307.178	3.38
307.977	5.38
308.776	4.38
309.574	6.38
310.372	7.38
311.171	6.38
311.969	4.38
312.767	3.38
313.566	4.38
314.364	5.38
315.162	2.38
315.96	0.38
316.758	3.38
317.556	3.38
318.353	6.38
319.151	3.38
319.949	5.38
320.746	5.38
321.544	3.38
322.341	9.38
323.139	8.38
323.936	3.38
324.734	2.38
325.531	1.38
326.328	5.38
327.125	4.38
327.922	9.38
328.719	8.38
329.516	4.38
330.313	6.38
331.11	5.38
331.907	3.38
332.703	4.38
333.5	1.38
334.297	4.38
335.093	2.38
335.89	0.38
336.686	3.38
337.482	7.38
338.279	7.38
339.075	8.38
339.871	5.38
340.667	5.38
341.463	6.38
342.259	4.38
343.055	5.38
343.851	5.38
344.646	6.38
345.442	7.38
346.238	4.38
347.033	7.38
347.829	5.38
348.624	4.38
349.42	8.38
350.215	7.38
351.01	3.38
351.805	4.38
352.601	4.38
353.396	5.38
354.191	3.38
354.986	7.38
355.781	3.38
356.575	5.38
357.37	2.38
358.165	3.38
358.959	2.38
359.754	3.38
360.549	-2.62
361.343	4.38
362.137	3.38
362.932	3.38
363.726	7.38
364.52	4.38
365.314	6.38
366.108	6.38
366.902	6.38
367.696	9.38
368.49	3.38
369.284	1.38
370.078	1.38
370.871	4.38
371.665	3.38
372.459	5.38
373.252	3.38
374.045	4.38
374.839	6.38
375.632	7.38
376.425	3.38
377.218	5.38
378.012	4.38
378.805	3.38
379.598	3.38
380.391	3.38
381.183	6.38
381.976	9.38
382.769	6.38
383.562	0.38
384.354	1.38
385.147	7.38
385.939	6.38
386.731	0.38
387.524	4.38
388.316	4.38
389.108	3.38
389.9	2.38
390.692	5.38
391.484	4.38
392.276	3.38
393.068	4.38
